Location,Tv,Air_conditioner,Refrigerator,Water_heater,Modern_Wardrobe,Back_up_power_supply,Gym,Elevator,Modernized_bathrooms,Room size,Number of people in a room,Historical pricing data,Current Price
Bomsu,No,Yes,No,No,Yes,No,No,No,No,2,2,4140,4554.0
Boadi,No,Yes,Yes,No,No,No,Yes,Yes,Yes,3,3,4120,5356.0
Atonsu,No,Yes,No,No,No,No,Yes,No,Yes,4,4,2820,3666.0
Atonsu,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4250,5525.0
Boadi,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2,2,4690,6097.0
Kotei,No,Yes,No,No,No,Yes,Yes,Yes,Yes,4,4,3170,4438.0
Kotei,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,4,3120,4368.0
Boadi,Yes,No,Yes,No,No,Yes,No,Yes,Yes,3,3,4170,5421.0
Bomsu,Yes,No,No,Yes,No,Yes,Yes,No,Yes,2,2,4530,4983.0
Campus,No,Yes,Yes,Yes,No,No,No,Yes,No,3,3,3960,6336.0
Atonsu,Yes,No,No,No,Yes,No,No,No,Yes,2,2,4260,5538.0
Atonsu,No,No,No,No,No,No,Yes,Yes,No,4,4,2800,3640.0
Bomsu,No,Yes,No,Yes,No,No,No,No,Yes,1,1,6280,6908.000000000001
Campus,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4,4,3070,4912.0
Tech junction,No,Yes,No,No,No,No,No,Yes,Yes,4,4,2920,3796.0
Kotei,No,Yes,No,No,Yes,Yes,No,No,No,4,4,2790,3905.9999999999995
Ayeduase,Yes,No,No,No,No,Yes,No,No,No,3,3,3750,5625.0
Tech junction,Yes,Yes,No,No,No,Yes,No,No,No,4,4,2850,3705.0
Tech junction,No,No,Yes,No,Yes,No,Yes,Yes,Yes,3,3,4060,5278.0
Boadi,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4270,5551.0
Ayeduase,No,No,No,No,Yes,No,No,No,Yes,4,4,2660,3990.0
Newsite,No,Yes,Yes,Yes,No,No,Yes,No,Yes,2,2,4480,4928.0
Bomsu,Yes,No,Yes,No,Yes,Yes,No,No,Yes,4,4,3010,3311.0000000000005
Ayeduase,No,No,No,No,Yes,Yes,Yes,No,No,1,1,6290,9435.0
Newsite,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4670,5137.0
Bomsu,Yes,No,Yes,No,Yes,No,Yes,No,No,2,2,4340,4774.0
Kotei,Yes,No,No,Yes,No,No,Yes,Yes,No,1,1,6460,9044.0
Boadi,No,No,Yes,Yes,No,No,No,Yes,Yes,4,4,2980,3874.0
Campus,Yes,Yes,No,Yes,Yes,No,No,Yes,No,1,1,6500,10400.0
Newsite,Yes,Yes,No,No,No,Yes,No,Yes,No,1,1,6550,7205.000000000001
Boadi,No,Yes,No,Yes,Yes,No,Yes,Yes,No,1,1,6500,8450.0
Ayeduase,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,1,6620,9930.0
Kotei,No,No,Yes,No,Yes,No,Yes,Yes,No,3,3,3940,5516.0
Atonsu,Yes,No,No,No,No,No,Yes,Yes,No,4,4,2900,3770.0
Ayeduase,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,2,2,4730,7095.0
Boadi,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,2,2,4770,6201.0
Boadi,No,Yes,No,Yes,Yes,No,No,Yes,No,2,2,4400,5720.0
Atonsu,No,Yes,No,Yes,Yes,No,Yes,Yes,No,2,2,4500,5850.0
Boadi,No,No,No,Yes,No,No,No,Yes,No,3,3,3760,4888.0
Atonsu,Yes,Yes,Yes,No,Yes,No,No,No,No,1,1,6340,8242.0
Ayeduase,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,2,2,4770,7155.0
Kotei,Yes,Yes,No,Yes,No,Yes,No,No,No,2,2,4410,6174.0
Tech junction,No,Yes,Yes,Yes,No,No,No,Yes,Yes,4,4,3080,4004.0
Campus,No,Yes,No,No,Yes,Yes,No,No,Yes,2,2,4410,7056.0
Tech junction,Yes,No,Yes,No,Yes,No,No,Yes,Yes,1,1,6560,8528.0
Tech junction,Yes,No,Yes,No,No,Yes,No,Yes,No,2,2,4550,5915.0
Newsite,Yes,No,No,No,No,Yes,No,Yes,No,3,3,3950,4345.0
Tech junction,Yes,No,No,Yes,No,Yes,No,No,No,4,4,2810,3653.0
Tech junction,No,Yes,Yes,No,No,Yes,No,No,No,1,1,6350,8255.0
Ayeduase,No,No,Yes,Yes,No,Yes,No,No,No,2,2,4310,6465.0
Newsite,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,2,4810,5291.0
Bomsu,No,No,Yes,No,No,Yes,Yes,Yes,Yes,3,3,4170,4587.0
Tech junction,No,No,No,Yes,No,No,No,No,No,4,4,2560,3328.0
Bomsu,Yes,Yes,No,No,No,No,Yes,Yes,No,3,3,4000,4400.0
Tech junction,No,No,Yes,No,Yes,No,No,No,Yes,4,4,2760,3588.0
Kotei,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,3,3,4150,5810.0
Kotei,Yes,No,Yes,Yes,No,No,No,No,No,1,1,6260,8764.0
Tech junction,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,2,4660,6058.0
Campus,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4,4,3270,5232.0
Bomsu,Yes,Yes,No,No,No,Yes,No,Yes,No,3,3,4050,4455.0
Bomsu,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,2,2,4630,5093.0
Campus,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2,2,4590,7344.0
Ayeduase,Yes,No,No,No,No,No,Yes,Yes,Yes,3,3,4020,6030.0
Tech junction,Yes,Yes,No,No,No,Yes,No,No,Yes,1,1,6470,8411.0
Ayeduase,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,1,1,6610,9915.0
Tech junction,No,Yes,No,No,No,No,Yes,No,No,2,2,4200,5460.0
Atonsu,Yes,Yes,No,No,Yes,Yes,Yes,No,No,1,1,6490,8437.0
Bomsu,No,Yes,No,No,Yes,Yes,No,No,Yes,2,2,4410,4851.0
Kotei,No,Yes,No,Yes,Yes,No,No,Yes,Yes,4,4,3020,4228.0
Tech junction,Yes,No,No,Yes,No,No,Yes,Yes,No,3,3,3960,5148.0
Tech junction,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4,4,3000,3900.0
Ayeduase,Yes,Yes,No,Yes,No,No,No,No,Yes,1,1,6380,9570.0
Atonsu,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,3,4270,5551.0
Boadi,No,Yes,Yes,Yes,No,Yes,No,No,No,2,2,4410,5733.0
Boadi,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3,3,3980,5174.0
Tech junction,No,Yes,No,No,No,Yes,Yes,Yes,Yes,4,4,3170,4121.0
Campus,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,1,1,6710,10736.0
Atonsu,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4,4,3270,4251.0
Campus,No,Yes,No,Yes,No,No,No,Yes,Yes,1,1,6480,10368.0
Newsite,No,No,No,No,Yes,Yes,Yes,Yes,Yes,3,3,4110,4521.0
Bomsu,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,4,4,3100,3410.0000000000005
Atonsu,No,No,Yes,Yes,No,Yes,No,Yes,No,1,1,6510,8463.0
Tech junction,No,No,No,Yes,Yes,No,Yes,Yes,Yes,4,4,3020,3926.0
Newsite,Yes,No,No,No,Yes,No,Yes,Yes,Yes,3,3,4060,4466.0
Ayeduase,No,No,No,No,Yes,No,Yes,No,Yes,3,3,3760,5640.0
Atonsu,Yes,Yes,Yes,No,No,No,No,No,Yes,3,3,3920,5096.0
Ayeduase,No,No,Yes,No,No,No,Yes,No,No,1,1,6200,9300.0
Atonsu,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,2,2,4620,6006.0
Bomsu,Yes,Yes,No,Yes,No,Yes,Yes,No,No,1,1,6510,7161.000000000001
Ayeduase,No,Yes,Yes,Yes,No,No,No,No,No,3,3,3760,5640.0
Bomsu,Yes,No,No,No,Yes,Yes,No,No,Yes,3,3,3910,4301.0
Atonsu,No,No,No,Yes,No,Yes,Yes,Yes,No,2,2,4510,5863.0
Boadi,No,No,Yes,No,Yes,Yes,No,No,Yes,3,3,3910,5083.0
Campus,Yes,No,No,No,No,No,Yes,Yes,Yes,1,1,6520,10432.0
Boadi,No,No,Yes,No,No,No,No,Yes,Yes,3,3,3920,5096.0
Atonsu,Yes,No,No,No,No,Yes,No,Yes,No,2,2,4450,5785.0
Bomsu,No,No,Yes,No,No,No,No,No,Yes,1,1,6220,6842.000000000001
Campus,Yes,No,No,No,Yes,Yes,Yes,No,Yes,2,2,4510,7216.0
Kotei,Yes,No,No,Yes,Yes,Yes,Yes,No,No,1,1,6450,9030.0
Newsite,Yes,No,No,Yes,Yes,No,Yes,Yes,No,3,3,4000,4400.0
Tech junction,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6710,8723.0
Bomsu,Yes,No,Yes,Yes,No,No,Yes,No,Yes,2,2,4480,4928.0
Ayeduase,Yes,Yes,No,No,No,No,Yes,No,Yes,2,2,4420,6630.0
Boadi,No,No,No,No,No,Yes,Yes,Yes,No,2,2,4450,5785.0
Newsite,No,No,No,No,Yes,No,Yes,Yes,Yes,1,1,6460,7106.000000000001
Bomsu,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4150,4565.0
Campus,No,No,No,No,Yes,Yes,Yes,Yes,Yes,1,1,6610,10576.0
Atonsu,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2,2,4690,6097.0
Ayeduase,No,Yes,No,Yes,Yes,No,Yes,No,Yes,1,1,6420,9630.0
Ayeduase,No,Yes,No,Yes,No,No,No,Yes,No,1,1,6360,9540.0
Ayeduase,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3,3,4310,6465.0
Kotei,No,Yes,Yes,No,No,Yes,Yes,Yes,No,2,2,4650,6510.0
Boadi,No,No,No,No,No,No,Yes,No,No,3,3,3600,4680.0
Bomsu,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2,2,4870,5357.0
Newsite,Yes,No,Yes,Yes,No,Yes,No,No,Yes,1,1,6530,7183.000000000001
Campus,No,Yes,No,No,No,Yes,No,No,No,4,4,2750,4400.0
Boadi,No,No,Yes,No,No,Yes,No,Yes,No,4,4,2950,3835.0
Tech junction,Yes,Yes,Yes,No,No,No,No,No,Yes,2,2,4420,5746.0
Boadi,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,2,2,4770,6201.0
Tech junction,No,Yes,Yes,No,No,No,No,No,No,3,3,3700,4810.0
Campus,Yes,No,Yes,No,Yes,No,No,No,Yes,4,4,2860,4576.0
Newsite,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,3,3,4170,4587.0
Newsite,Yes,No,Yes,Yes,Yes,No,Yes,No,No,2,2,4400,4840.0
Ayeduase,Yes,No,No,Yes,Yes,No,No,No,No,3,3,3700,5550.0
Kotei,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,4,4,3020,4228.0
Ayeduase,Yes,No,Yes,Yes,Yes,No,Yes,No,No,1,1,6400,9600.0
Kotei,Yes,Yes,No,No,No,No,No,No,Yes,3,3,3820,5348.0
Tech junction,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,3,3,4180,5434.0
Campus,No,Yes,Yes,No,Yes,Yes,No,No,No,3,3,3890,6224.0
Bomsu,No,Yes,No,No,Yes,No,Yes,Yes,Yes,2,2,4560,5016.0
Newsite,Yes,Yes,No,Yes,No,No,No,No,No,4,4,2760,3036.0000000000005
Ayeduase,Yes,Yes,No,No,Yes,No,Yes,Yes,No,1,1,6540,9810.0
Kotei,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4870,6818.0
Ayeduase,Yes,No,No,Yes,No,No,No,Yes,No,3,3,3860,5790.0
Kotei,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,4,4,3220,4508.0
Newsite,Yes,No,No,Yes,Yes,Yes,Yes,No,No,3,3,3950,4345.0
Campus,No,No,No,Yes,Yes,No,No,No,No,3,3,3600,5760.0
Atonsu,No,Yes,No,Yes,No,Yes,No,Yes,No,2,2,4510,5863.0
Bomsu,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1,1,6590,7249.000000000001
Ayeduase,No,Yes,No,Yes,No,No,No,No,No,2,2,4160,6240.0
Atonsu,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,1,1,6620,8606.0
Newsite,Yes,No,Yes,No,No,No,Yes,No,No,1,1,6300,6930.000000000001
Tech junction,No,Yes,Yes,Yes,No,No,Yes,No,Yes,4,4,2980,3874.0
Kotei,No,No,No,Yes,Yes,No,No,No,Yes,4,4,2720,3807.9999999999995
Ayeduase,No,Yes,Yes,No,Yes,No,No,No,Yes,2,2,4360,6540.0
Boadi,No,No,No,Yes,No,Yes,Yes,Yes,No,4,4,3010,3913.0
Bomsu,Yes,No,No,No,No,Yes,No,No,Yes,2,2,4370,4807.0
Tech junction,Yes,No,Yes,Yes,No,Yes,No,Yes,No,4,4,3110,4043.0
Campus,Yes,No,Yes,No,No,No,Yes,Yes,No,1,1,6500,10400.0
Kotei,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,1,1,6690,9366.0
Kotei,No,No,No,No,Yes,No,Yes,Yes,No,2,2,4340,6076.0
Atonsu,No,No,No,Yes,Yes,Yes,No,No,Yes,1,1,6370,8281.0
Atonsu,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,3,3,4080,5304.0
Newsite,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,6810,7491.000000000001
Kotei,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,3350,4690.0
Campus,No,Yes,No,Yes,Yes,Yes,No,No,No,1,1,6350,10160.0
Boadi,No,Yes,No,No,Yes,Yes,Yes,No,No,2,2,4390,5707.0
Newsite,No,Yes,No,No,Yes,Yes,No,Yes,No,3,3,3990,4389.0
Atonsu,No,No,No,Yes,No,Yes,No,No,Yes,3,3,3830,4979.0
Kotei,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,3,3,4100,5740.0
Bomsu,No,No,Yes,No,Yes,No,Yes,Yes,Yes,3,3,4060,4466.0
Boadi,Yes,Yes,Yes,No,No,No,No,No,Yes,4,4,2920,3796.0
Atonsu,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4,4,3220,4186.0
Ayeduase,No,No,Yes,No,No,Yes,No,Yes,Yes,1,1,6570,9855.0
Tech junction,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,3,3,4270,5551.0
Bomsu,No,Yes,No,No,No,Yes,Yes,Yes,Yes,3,3,4170,4587.0
Tech junction,No,No,No,No,Yes,Yes,No,Yes,No,2,2,4390,5707.0
Kotei,No,Yes,No,Yes,No,No,Yes,Yes,No,3,3,3960,5544.0
Kotei,Yes,No,No,No,No,Yes,Yes,No,Yes,1,1,6470,9058.0
Boadi,Yes,No,No,Yes,Yes,Yes,No,No,No,3,3,3850,5005.0
Campus,Yes,No,No,No,Yes,No,No,Yes,No,4,4,2840,4544.0
Boadi,No,Yes,Yes,Yes,No,No,No,Yes,Yes,2,2,4580,5954.0
Newsite,Yes,No,No,Yes,Yes,No,No,Yes,Yes,1,1,6520,7172.000000000001
Atonsu,No,No,Yes,Yes,Yes,No,No,No,No,3,3,3700,4810.0
Boadi,Yes,Yes,Yes,Yes,No,Yes,No,No,No,2,2,4510,5863.0
Campus,Yes,No,No,No,Yes,Yes,No,No,No,4,4,2790,4464.0
Tech junction,No,Yes,Yes,Yes,No,Yes,No,No,Yes,3,3,4030,5239.0
Bomsu,Yes,No,No,No,Yes,Yes,No,No,Yes,3,3,3910,4301.0
Bomsu,Yes,Yes,No,No,Yes,Yes,No,Yes,No,2,2,4590,5049.0
Newsite,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2,2,4520,4972.0
Kotei,Yes,No,No,Yes,No,Yes,Yes,Yes,No,1,1,6610,9254.0
Boadi,No,No,No,Yes,Yes,No,No,Yes,No,2,2,4300,5590.0
Newsite,Yes,No,No,Yes,No,Yes,Yes,Yes,No,2,2,4610,5071.0
Newsite,No,Yes,No,No,No,No,No,No,No,2,2,4100,4510.0
Ayeduase,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3,3,4190,6285.0
Atonsu,No,Yes,Yes,No,Yes,No,No,Yes,No,2,2,4440,5772.0
Kotei,No,No,Yes,No,No,No,No,No,Yes,3,3,3720,5208.0
Kotei,Yes,Yes,Yes,No,No,Yes,No,No,No,1,1,6450,9030.0
Kotei,No,Yes,Yes,Yes,No,Yes,No,No,Yes,1,1,6530,9142.0
Boadi,Yes,Yes,Yes,Yes,No,No,No,Yes,No,1,1,6560,8528.0
Campus,No,No,Yes,Yes,No,Yes,No,No,No,1,1,6310,10096.0
Newsite,No,Yes,Yes,Yes,No,No,Yes,No,No,1,1,6360,6996.000000000001
Ayeduase,Yes,Yes,Yes,Yes,No,Yes,No,No,No,1,1,6510,9765.0
Boadi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,2,2,4690,6097.0
Campus,No,Yes,Yes,No,No,Yes,Yes,No,Yes,4,4,3070,4912.0
Tech junction,No,No,Yes,No,Yes,Yes,No,No,Yes,4,4,2910,3783.0
Atonsu,Yes,No,No,No,No,Yes,Yes,No,Yes,3,3,3970,5161.0
Newsite,No,Yes,No,Yes,No,No,Yes,Yes,Yes,4,4,3080,3388.0000000000005
Newsite,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3,3,4290,4719.0
Newsite,No,No,No,No,Yes,Yes,Yes,No,Yes,3,3,3910,4301.0
Kotei,Yes,No,No,Yes,No,Yes,Yes,No,No,1,1,6410,8974.0
Atonsu,No,Yes,No,No,Yes,No,No,No,No,1,1,6140,7982.0
Newsite,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4,4,3310,3641.0000000000005
Kotei,No,Yes,No,Yes,Yes,No,Yes,Yes,No,1,1,6500,9100.0
Campus,No,No,Yes,Yes,Yes,Yes,No,No,Yes,1,1,6470,10352.0
Bomsu,No,No,No,No,Yes,Yes,Yes,No,Yes,2,2,4410,4851.0
Newsite,No,No,No,No,No,Yes,No,Yes,No,4,4,2850,3135.0000000000005
Tech junction,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,1,1,6570,8541.0
Campus,No,Yes,No,No,No,No,No,Yes,Yes,1,1,6420,10272.0
Ayeduase,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4,4,3220,4830.0
Bomsu,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,1,6750,7425.000000000001
Kotei,No,No,No,Yes,No,Yes,No,Yes,No,4,4,2910,4073.9999999999995
Atonsu,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,2,4810,6253.0
Atonsu,No,Yes,No,Yes,No,No,No,No,Yes,3,3,3780,4914.0
Tech junction,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,2,2,4680,6084.0
Newsite,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,2,2,4620,5082.0
Atonsu,No,Yes,No,No,No,No,No,No,Yes,4,4,2720,3536.0
Tech junction,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4,4,3370,4381.0
Tech junction,Yes,No,Yes,No,No,Yes,Yes,No,Yes,3,3,4070,5291.0
Atonsu,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,1,6770,8801.0
Ayeduase,No,No,No,No,No,Yes,No,Yes,No,2,2,4350,6525.0
Ayeduase,No,Yes,Yes,No,Yes,Yes,No,No,Yes,2,2,4510,6765.0
Kotei,Yes,No,No,No,No,No,No,Yes,No,4,4,2800,3919.9999999999995
Ayeduase,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,4,3330,4995.0
Campus,Yes,Yes,No,Yes,No,No,No,Yes,No,3,3,3960,6336.0
Atonsu,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,3330,4329.0
Ayeduase,Yes,Yes,No,No,Yes,Yes,Yes,No,No,2,2,4490,6735.0
Campus,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,3,4170,6672.0
Campus,No,No,No,Yes,Yes,Yes,Yes,No,Yes,1,1,6470,10352.0
Tech junction,No,Yes,No,No,Yes,Yes,Yes,No,No,1,1,6390,8307.0
Boadi,No,No,Yes,Yes,No,Yes,No,Yes,No,2,2,4510,5863.0
Boadi,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,1,1,6630,8619.0
Bomsu,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,4,4,3110,3421.0000000000005
Boadi,Yes,Yes,Yes,No,No,No,Yes,No,No,2,2,4400,5720.0
Kotei,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,4,4,3120,4368.0
Atonsu,No,Yes,No,Yes,No,Yes,No,No,Yes,1,1,6430,8359.0
Newsite,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,1,1,6660,7326.000000000001
Tech junction,No,Yes,No,No,Yes,Yes,No,Yes,Yes,2,2,4610,5993.0
Kotei,No,Yes,Yes,No,Yes,No,No,No,No,2,2,4240,5936.0
Kotei,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,2,2,4550,6370.0
Newsite,No,No,No,Yes,No,No,Yes,No,No,2,2,4160,4576.0
Newsite,No,Yes,Yes,No,Yes,No,No,Yes,No,2,2,4440,4884.0
Newsite,No,No,Yes,Yes,No,No,No,No,No,1,1,6160,6776.000000000001
Kotei,No,No,No,No,No,No,No,No,Yes,4,4,2620,3667.9999999999995
Bomsu,No,Yes,Yes,Yes,Yes,No,No,Yes,No,4,4,3000,3300.0000000000005
Tech junction,No,No,No,Yes,No,Yes,No,Yes,Yes,4,4,3030,3939.0
Kotei,No,Yes,Yes,No,Yes,No,Yes,Yes,No,2,2,4540,6356.0
Atonsu,No,Yes,No,No,No,Yes,No,No,Yes,2,2,4370,5681.0
Campus,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,3470,5552.0
Campus,Yes,No,No,No,Yes,Yes,Yes,No,Yes,1,1,6510,10416.0
Kotei,Yes,No,Yes,No,Yes,No,Yes,No,Yes,4,4,2960,4144.0
Ayeduase,No,Yes,No,No,Yes,No,No,No,Yes,2,2,4260,6390.0
Bomsu,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,1,1,6690,7359.000000000001
Newsite,Yes,Yes,No,No,Yes,No,No,Yes,No,1,1,6440,7084.000000000001
Campus,Yes,No,Yes,No,No,No,No,No,No,4,4,2700,4320.0
Bomsu,No,Yes,No,Yes,Yes,No,No,Yes,No,4,4,2900,3190.0000000000005
Boadi,Yes,Yes,No,No,Yes,No,No,No,Yes,4,4,2860,3718.0
Campus,No,Yes,No,Yes,No,Yes,No,Yes,Yes,3,3,4130,6608.0
Boadi,Yes,No,No,Yes,No,Yes,No,Yes,Yes,3,3,4130,5369.0
Ayeduase,No,No,Yes,Yes,No,Yes,No,No,No,4,4,2810,4215.0
Kotei,No,No,No,Yes,Yes,Yes,No,No,Yes,4,4,2870,4017.9999999999995
Newsite,Yes,No,No,Yes,No,No,No,Yes,No,1,1,6360,6996.000000000001
Kotei,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,1,6850,9590.0
Kotei,No,Yes,No,Yes,Yes,No,Yes,No,Yes,1,1,6420,8988.0
Tech junction,No,No,Yes,Yes,Yes,No,No,Yes,Yes,3,3,4020,5226.0
Ayeduase,Yes,No,Yes,Yes,Yes,No,No,No,Yes,4,4,2920,4380.0
Boadi,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2,2,4750,6175.0
Ayeduase,No,Yes,No,No,Yes,No,No,No,Yes,2,2,4260,6390.0
Tech junction,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4870,6331.0
Kotei,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3,3,4120,5768.0
Kotei,Yes,No,Yes,Yes,Yes,No,No,No,No,1,1,6300,8820.0
Tech junction,Yes,Yes,No,Yes,No,Yes,No,No,Yes,1,1,6530,8489.0
Boadi,Yes,No,No,Yes,Yes,No,No,No,No,4,4,2700,3510.0
Atonsu,Yes,No,No,No,No,No,Yes,Yes,Yes,4,4,3020,3926.0
Atonsu,Yes,No,Yes,No,No,No,Yes,Yes,Yes,4,4,3120,4056.0
Campus,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,1,1,6520,10432.0
Ayeduase,Yes,Yes,Yes,No,No,Yes,No,No,Yes,3,3,4070,6105.0
Tech junction,No,No,Yes,Yes,No,Yes,Yes,No,Yes,3,3,4030,5239.0
Kotei,No,No,No,No,No,No,Yes,No,Yes,4,4,2720,3807.9999999999995
Tech junction,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,1,6830,8879.0
Boadi,No,No,Yes,No,No,Yes,No,Yes,No,1,1,6450,8385.0
Boadi,No,Yes,Yes,No,No,No,Yes,Yes,Yes,2,2,4620,6006.0
Atonsu,No,Yes,No,Yes,No,Yes,No,Yes,Yes,3,3,4130,5369.0
Tech junction,No,No,Yes,Yes,No,No,No,No,No,1,1,6160,8008.0
Atonsu,No,No,No,Yes,No,No,Yes,Yes,No,3,3,3860,5018.0
Boadi,Yes,Yes,No,No,No,Yes,No,Yes,No,3,3,4050,5265.0
Newsite,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3,3,4220,4642.0
Atonsu,No,Yes,Yes,No,No,Yes,Yes,No,No,2,2,4450,5785.0
Tech junction,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1,1,6620,8606.0
Bomsu,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3,3,4210,4631.0
Newsite,No,No,Yes,No,Yes,No,No,No,Yes,3,3,3760,4136.0
Newsite,Yes,No,No,No,No,Yes,Yes,No,Yes,1,1,6470,7117.000000000001
Tech junction,Yes,No,Yes,No,Yes,Yes,No,No,No,1,1,6390,8307.0
Campus,No,Yes,Yes,Yes,No,Yes,No,No,Yes,1,1,6530,10448.0
Ayeduase,Yes,No,No,No,Yes,Yes,Yes,No,No,3,3,3890,5835.0
Bomsu,No,No,Yes,Yes,No,No,Yes,Yes,No,2,2,4460,4906.0
Boadi,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2,2,4520,5876.0
Atonsu,No,No,No,Yes,Yes,Yes,Yes,Yes,No,2,2,4550,5915.0
Boadi,Yes,Yes,No,No,Yes,No,No,Yes,Yes,1,1,6560,8528.0
Campus,Yes,No,No,No,Yes,Yes,No,No,No,2,2,4290,6864.0
Atonsu,No,No,Yes,Yes,No,No,No,Yes,Yes,3,3,3980,5174.0
Ayeduase,Yes,Yes,No,No,No,No,No,No,Yes,4,4,2820,4230.0
Bomsu,No,No,Yes,Yes,No,Yes,Yes,No,Yes,2,2,4530,4983.0
Campus,No,Yes,No,Yes,No,No,Yes,Yes,Yes,2,2,4580,7328.0
Kotei,No,Yes,Yes,No,Yes,No,Yes,Yes,No,2,2,4540,6356.0
Bomsu,No,Yes,Yes,No,Yes,No,No,No,No,4,4,2740,3014.0000000000005
Kotei,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2,2,4750,6650.0
Tech junction,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4,4,2960,3848.0
Ayeduase,No,Yes,Yes,Yes,No,No,Yes,No,No,1,1,6360,9540.0
